thag10_1.wav.mp3, 139.572245
thag10_2.wav.mp3, 109.270204
thag10_5.wav.mp3, 101.955918
thag10_7.wav.mp3, 116.140408
thag1_100.wav.mp3, 15.986939
thag1_101.wav.mp3, 19.539592
thag1_104.wav.mp3, 17.658776
thag1_109.wav.mp3, 23.614694
thag1_10.wav.mp3, 18.886531
thag1_110.wav.mp3, 18.964898
thag1_111.wav.mp3, 22.804898
thag1_113.wav.mp3, 17.136327
thag1_114.wav.mp3, 16.431020
thag1_118.wav.mp3, 21.106939
thag1_119.wav.mp3, 20.297143
thag1_120.wav.mp3, 19.356735
thag1_13.wav.mp3, 16.457143
thag1_14.wav.mp3, 20.688980
thag1_16.wav.mp3, 18.964898
thag1_18.wav.mp3, 19.487347
thag1_1.wav.mp3, 17.475918
thag11.wav.mp3, 108.173061
thag1_21.wav.mp3, 18.416327
thag12_1.wav.mp3, 142.419592
thag1_22.wav.mp3, 17.031837
thag12_2.wav.mp3, 126.589388
thag1_23.wav.mp3, 17.920000
thag1_25.wav.mp3, 15.255510
thag1_26.wav.mp3, 15.464490
thag1_29.wav.mp3, 16.640000
thag1_2.wav.mp3, 13.714286
thag1_31.wav.mp3, 16.483265
thag1_32.wav.mp3, 14.132245
thag1_33.wav.mp3, 11.885714
thag1_39.wav.mp3, 14.994286
thag1_3.wav.mp3, 18.808163
thag13.wav.mp3, 140.617143
thag1_41.wav.mp3, 19.670204
thag14_1.wav.mp3, 139.232653
thag14_2.wav.mp3, 163.369796
thag1_43.wav.mp3, 28.865306
thag1_49.wav.mp3, 14.628571
thag1_50.wav.mp3, 15.281633
thag15_2.wav.mp3, 168.855510
thag1_56.wav.mp3, 17.737143
thag1_57.wav.mp3, 17.580408
thag1_61.wav.mp3, 15.177143
thag16_1.wav.mp3, 219.585306
thag16_4.wav.mp3, 307.826939
thag16_7.wav.mp3, 149.106939
thag1_68.wav.mp3, 14.497959
thag16_8.wav.mp3, 303.673469
thag1_6.wav.mp3, 22.073469
thag17_2.wav.mp3, 384.339592
thag1_73.wav.mp3, 21.263673
thag1_75.wav.mp3, 17.632653
thag1_7.wav.mp3, 19.983673
thag1_84.wav.mp3, 14.106122
thag1_85.wav.mp3, 15.699592
thag1_86.wav.mp3, 18.755918
thag1_88.wav.mp3, 14.184490
thag18.wav.mp3, 475.454694
thag1_93.wav.mp3, 18.128980
thag1_95.wav.mp3, 17.502041
thag2_11.wav.mp3, 26.618776
thag2_13.wav.mp3, 24.685714
thag2_16.wav.mp3, 42.814694
thag2_24.wav.mp3, 30.902857
thag2_26.wav.mp3, 23.745306
thag2_27.wav.mp3, 26.174694
thag2_30.wav.mp3, 29.387755
thag2_32.wav.mp3, 31.973878
thag2_36.wav.mp3, 37.773061
thag2_37.wav.mp3, 25.312653
thag2_3.wav.mp3, 23.431837
thag2_47.wav.mp3, 26.253061
thag2_9.wav.mp3, 28.760816
thag3_13.wav.mp3, 38.687347
thag3_14.wav.mp3, 44.225306
thag3_15.wav.mp3, 36.963265
thag3_5.wav.mp3, 35.317551
thag3_8.wav.mp3, 38.635102
thag4_10.wav.mp3, 62.145306
thag4_8.wav.mp3, 49.815510
thag5_10.wav.mp3, 57.234286
thag5_1.wav.mp3, 52.715102
thag5_8.wav.mp3, 52.532245
thag6_10.wav.mp3, 57.103673
thag6_12.wav.mp3, 61.701224
thag6_13.wav.mp3, 61.335510
thag6_2.wav.mp3, 65.071020
thag6_3.wav.mp3, 60.186122
thag6_5.wav.mp3, 75.049796
thag6_6.wav.mp3, 59.663673
thag6_9.wav.mp3, 73.848163
thag7_1.wav.mp3, 77.531429
thag9.wav.mp3, 129.593469
